가입일자,사용자코드,연령대코드,성별,가입 수,,
2021-04-18,USR_001,AGE_002,M,66,,
2021-04-18,USR_001,AGE_003,F,80,,
2021-04-18,USR_001,AGE_003,M,79,,
2021-04-18,USR_001,AGE_004,F,85,,
2021-04-18,USR_001,AGE_004,M,97,,
2021-04-18,USR_001,AGE_005,F,24,,
2021-04-18,USR_001,AGE_005,M,33,,
2021-04-18,USR_001,AGE_006,F,6,,
2021-04-18,USR_001,AGE_006,M,9,,
2021-04-18,USR_001,AGE_007,M,1,,
2021-04-18,USR_001,AGE_008,F,2127,,
2021-04-18,USR_001,AGE_008,M,2076,,
2021-04-19,USR_001,AGE_001,F,8,,
2021-04-19,USR_001,AGE_001,M,6,,
2021-04-19,USR_001,AGE_002,F,38,,
2021-04-19,USR_001,AGE_002,M,35,,
2021-04-19,USR_001,AGE_003,F,45,,
2021-04-19,USR_001,AGE_003,M,50,,
2021-04-19,USR_001,AGE_004,F,28,,
2021-04-19,USR_001,AGE_004,M,28,,
2021-04-19,USR_001,AGE_005,F,16,,
2021-04-19,USR_001,AGE_005,M,18,,
2021-04-19,USR_001,AGE_006,F,2,,
2021-04-19,USR_001,AGE_006,M,11,,
2021-04-19,USR_001,AGE_007,F,1,,
2021-04-19,USR_001,AGE_008,F,1099,,
2021-04-19,USR_001,AGE_008,M,949,,
2021-04-20,USR_001,AGE_001,F,9,,
2021-04-20,USR_001,AGE_001,M,6,,
2021-04-20,USR_001,AGE_002,F,54,,
2021-04-20,USR_001,AGE_002,M,35,,
2021-04-20,USR_001,AGE_003,F,38,,
2021-04-20,USR_001,AGE_003,M,40,,
2021-04-20,USR_001,AGE_004,F,32,,
2021-04-20,USR_001,AGE_004,M,27,,
2021-04-20,USR_001,AGE_005,F,18,,
2021-04-20,USR_001,AGE_005,M,27,,
2021-04-20,USR_001,AGE_006,F,5,,
2021-04-20,USR_001,AGE_006,M,9,,
2021-04-20,USR_001,AGE_008,F,1090,,
2021-04-20,USR_001,AGE_008,M,965,,
2021-04-21,USR_001,AGE_001,F,8,,
2021-04-21,USR_001,AGE_001,M,8,,
2021-04-21,USR_001,AGE_002,F,52,,
2021-04-21,USR_001,AGE_002,M,45,,
2021-04-21,USR_001,AGE_003,F,52,,
2021-04-21,USR_001,AGE_003,M,39,,
2021-04-21,USR_001,AGE_004,F,26,,
2021-04-21,USR_001,AGE_004,M,37,,
2021-04-21,USR_001,AGE_005,F,10,,
2021-04-21,USR_001,AGE_005,M,20,,
2021-04-21,USR_001,AGE_006,F,5,,
2021-04-21,USR_001,AGE_006,M,5,,
2021-04-21,USR_001,AGE_007,M,1,,
2021-04-21,USR_001,AGE_008,F,1201,,
2021-04-21,USR_001,AGE_008,M,1086,,
2021-04-22,USR_001,AGE_001,F,10,,
2021-04-22,USR_001,AGE_001,M,5,,
2021-04-22,USR_001,AGE_002,F,42,,
2021-04-22,USR_001,AGE_002,M,46,,
2021-04-22,USR_001,AGE_003,F,29,,
2021-04-22,USR_001,AGE_003,M,39,,
2021-04-22,USR_001,AGE_004,F,22,,
2021-04-22,USR_001,AGE_004,M,22,,
2021-04-22,USR_001,AGE_005,F,13,,
2021-04-22,USR_001,AGE_005,M,18,,
2021-04-22,USR_001,AGE_006,M,10,,
2021-04-22,USR_001,AGE_008,F,1117,,
2021-04-22,USR_001,AGE_008,M,1099,,
2021-04-23,USR_001,AGE_001,F,8,,
2021-04-23,USR_001,AGE_001,M,9,,
2021-04-23,USR_001,AGE_002,F,51,,
2021-04-23,USR_001,AGE_002,M,40,,
2021-04-23,USR_001,AGE_003,F,34,,
2021-04-23,USR_001,AGE_003,M,38,,
2021-04-23,USR_001,AGE_004,F,32,,
2021-04-23,USR_001,AGE_004,M,31,,
2021-04-23,USR_001,AGE_005,F,10,,
2021-04-23,USR_001,AGE_005,M,17,,
2021-04-23,USR_001,AGE_006,F,3,,
2021-04-23,USR_001,AGE_006,M,9,,
2021-04-23,USR_001,AGE_007,F,2,,
2021-04-23,USR_001,AGE_007,M,2,,
2021-04-23,USR_001,AGE_008,F,1203,,
2021-04-23,USR_001,AGE_008,M,1266,,
2021-04-24,USR_001,AGE_001,F,17,,
2021-04-24,USR_001,AGE_001,M,24,,
2021-04-24,USR_001,AGE_002,F,117,,
2021-04-24,USR_001,AGE_002,M,72,,
2021-04-24,USR_001,AGE_003,F,75,,
2021-04-24,USR_001,AGE_003,M,93,,
2021-04-24,USR_001,AGE_004,F,64,,
2021-04-24,USR_001,AGE_004,M,64,,
2021-04-24,USR_001,AGE_005,F,19,,
2021-04-24,USR_001,AGE_005,M,35,,
2021-04-24,USR_001,AGE_006,F,6,,
2021-04-24,USR_001,AGE_006,M,11,,
2021-04-24,USR_001,AGE_007,M,1,,
2021-04-24,USR_001,AGE_008,F,2508,,
2021-04-24,USR_001,AGE_008,M,2383,,
2021-04-25,USR_001,AGE_001,F,33,,
2021-04-25,USR_001,AGE_001,M,16,,
2021-04-25,USR_001,AGE_002,F,148,,
2021-04-25,USR_001,AGE_002,M,86,,
2021-04-25,USR_001,AGE_003,F,123,,
2021-04-25,USR_001,AGE_003,M,106,,
2021-04-25,USR_001,AGE_004,F,118,,
2021-04-25,USR_001,AGE_004,M,130,,
2021-04-25,USR_001,AGE_005,F,29,,
2021-04-25,USR_001,AGE_005,M,39,,
2021-04-25,USR_001,AGE_006,F,5,,
2021-04-25,USR_001,AGE_006,M,17,,
2021-04-25,USR_001,AGE_007,F,3,,
2021-04-25,USR_001,AGE_007,M,1,,
2021-04-25,USR_001,AGE_008,F,3008,,
2021-04-25,USR_001,AGE_008,M,2880,,
2021-04-26,USR_001,AGE_001,F,19,,
2021-04-26,USR_001,AGE_001,M,9,,
2021-04-26,USR_001,AGE_002,F,63,,
2021-04-26,USR_001,AGE_002,M,48,,
2021-04-26,USR_001,AGE_003,F,57,,
2021-04-26,USR_001,AGE_003,M,45,,
2021-04-26,USR_001,AGE_004,F,39,,
2021-04-26,USR_001,AGE_004,M,37,,
2021-04-26,USR_001,AGE_005,F,14,,
2021-04-26,USR_001,AGE_005,M,18,,
2021-04-26,USR_001,AGE_006,F,3,,
2021-04-26,USR_001,AGE_006,M,10,,
2021-04-26,USR_001,AGE_007,F,1,,
2021-04-26,USR_001,AGE_008,F,1269,,
2021-04-26,USR_001,AGE_008,M,1197,,
2021-04-27,USR_001,AGE_001,F,22,,
2021-04-27,USR_001,AGE_001,M,10,,
2021-04-27,USR_001,AGE_002,F,56,,
2021-04-27,USR_001,AGE_002,M,30,,
2021-04-27,USR_001,AGE_003,F,35,,
2021-04-27,USR_001,AGE_003,M,41,,
2021-04-27,USR_001,AGE_004,F,19,,
2021-04-27,USR_001,AGE_004,M,38,,
2021-04-27,USR_001,AGE_005,F,12,,
2021-04-27,USR_001,AGE_005,M,20,,
2021-04-27,USR_001,AGE_006,F,1,,
2021-04-27,USR_001,AGE_006,M,2,,
2021-04-27,USR_001,AGE_007,M,1,,
2021-04-27,USR_001,AGE_008,F,906,,
2021-04-27,USR_001,AGE_008,M,906,,
2021-04-28,USR_001,AGE_001,F,26,,
2021-04-28,USR_001,AGE_001,M,12,,
2021-04-28,USR_001,AGE_002,F,58,,
2021-04-28,USR_001,AGE_002,M,33,,
2021-04-28,USR_001,AGE_003,F,36,,
2021-04-28,USR_001,AGE_003,M,43,,
2021-04-28,USR_001,AGE_004,F,29,,
2021-04-28,USR_001,AGE_004,M,24,,
2021-04-28,USR_001,AGE_005,F,13,,
2021-04-28,USR_001,AGE_005,M,25,,
2021-04-28,USR_001,AGE_006,F,2,,
2021-04-28,USR_001,AGE_006,M,7,,
2021-04-28,USR_001,AGE_008,F,1027,,
2021-04-28,USR_001,AGE_008,M,1067,,
2021-04-29,USR_001,AGE_001,F,22,,
2021-04-29,USR_001,AGE_001,M,10,,
2021-04-29,USR_001,AGE_002,F,52,,
2021-04-29,USR_001,AGE_002,M,26,,
2021-04-29,USR_001,AGE_003,F,43,,
2021-04-29,USR_001,AGE_003,M,36,,
2021-04-29,USR_001,AGE_004,F,20,,
2021-04-29,USR_001,AGE_004,M,26,,
2021-04-29,USR_001,AGE_005,F,16,,
2021-04-29,USR_001,AGE_005,M,12,,
2021-04-29,USR_001,AGE_006,M,8,,
2021-04-29,USR_001,AGE_007,M,1,,
2021-04-29,USR_001,AGE_008,F,1015,,
2021-04-29,USR_001,AGE_008,M,982,,
2021-04-30,USR_001,AGE_001,F,14,,
2021-04-30,USR_001,AGE_001,M,23,,
2021-04-30,USR_001,AGE_002,F,30,,
2021-04-30,USR_001,AGE_002,M,37,,
2021-04-30,USR_001,AGE_003,F,33,,
2021-04-30,USR_001,AGE_003,M,24,,
2021-04-30,USR_001,AGE_004,F,24,,
2021-04-30,USR_001,AGE_004,M,23,,
2021-04-30,USR_001,AGE_005,F,11,,
2021-04-30,USR_001,AGE_005,M,14,,
2021-04-30,USR_001,AGE_006,F,3,,
2021-04-30,USR_001,AGE_006,M,3,,
2021-04-30,USR_001,AGE_008,F,726,,
2021-04-30,USR_001,AGE_008,M,821,,
2021-05-01,USR_001,AGE_001,F,18,80653,
2021-05-01,USR_001,AGE_001,M,10,,
2021-05-01,USR_001,AGE_002,F,33,,
2021-05-01,USR_001,AGE_002,M,35,,
2021-05-01,USR_001,AGE_003,F,21,,
2021-05-01,USR_001,AGE_003,M,30,,
2021-05-01,USR_001,AGE_004,F,32,,
2021-05-01,USR_001,AGE_004,M,22,,
2021-05-01,USR_001,AGE_005,F,10,,
2021-05-01,USR_001,AGE_005,M,17,,
2021-05-01,USR_001,AGE_006,F,1,,
2021-05-01,USR_001,AGE_006,M,5,,
2021-05-01,USR_001,AGE_007,F,1,,
2021-05-01,USR_001,AGE_008,F,657,,
2021-05-01,USR_001,AGE_008,M,739,,
2021-05-02,USR_001,AGE_001,F,56,,
2021-05-02,USR_001,AGE_001,M,19,,
2021-05-02,USR_001,AGE_002,F,101,,
2021-05-02,USR_001,AGE_002,M,75,,
2021-05-02,USR_001,AGE_003,F,97,,
2021-05-02,USR_001,AGE_003,M,83,,
2021-05-02,USR_001,AGE_004,F,77,,
2021-05-02,USR_001,AGE_004,M,66,,
2021-05-02,USR_001,AGE_005,F,12,,
2021-05-02,USR_001,AGE_005,M,22,,
2021-05-02,USR_001,AGE_006,F,5,,
2021-05-02,USR_001,AGE_006,M,11,,
2021-05-02,USR_001,AGE_007,F,1,,
2021-05-02,USR_001,AGE_008,F,2685,,
2021-05-02,USR_001,AGE_008,M,2492,,
2021-05-03,USR_001,AGE_001,F,35,,
2021-05-03,USR_001,AGE_001,M,20,,
2021-05-03,USR_001,AGE_002,F,52,,
2021-05-03,USR_001,AGE_002,M,64,,
2021-05-03,USR_001,AGE_003,F,51,,
2021-05-03,USR_001,AGE_003,M,49,,
2021-05-03,USR_001,AGE_004,F,33,,
2021-05-03,USR_001,AGE_004,M,43,,
2021-05-03,USR_001,AGE_005,F,9,,
2021-05-03,USR_001,AGE_005,M,20,,
2021-05-03,USR_001,AGE_006,F,3,,
2021-05-03,USR_001,AGE_006,M,3,,
2021-05-03,USR_001,AGE_008,F,1252,,
2021-05-03,USR_001,AGE_008,M,1173,,
2021-05-04,USR_001,AGE_001,F,8,,
2021-05-04,USR_001,AGE_001,M,6,,
2021-05-04,USR_001,AGE_002,F,16,,
2021-05-04,USR_001,AGE_002,M,16,,
2021-05-04,USR_001,AGE_003,F,15,,
2021-05-04,USR_001,AGE_003,M,24,,
2021-05-04,USR_001,AGE_004,F,12,,
2021-05-04,USR_001,AGE_004,M,18,,
2021-05-04,USR_001,AGE_005,F,1,,
2021-05-04,USR_001,AGE_005,M,13,,
2021-05-04,USR_001,AGE_006,F,1,,
2021-05-04,USR_001,AGE_006,M,6,,
2021-05-04,USR_001,AGE_007,F,1,,
2021-05-04,USR_001,AGE_007,M,1,,
2021-05-04,USR_001,AGE_008,F,329,,
2021-05-04,USR_001,AGE_008,M,376,,
2021-05-05,USR_001,AGE_001,F,71,,
2021-05-05,USR_001,AGE_001,M,41,,
2021-05-05,USR_001,AGE_002,F,132,,
2021-05-05,USR_001,AGE_002,M,99,,
2021-05-05,USR_001,AGE_003,F,86,,
2021-05-05,USR_001,AGE_003,M,80,,
2021-05-05,USR_001,AGE_004,F,124,,
2021-05-05,USR_001,AGE_004,M,104,,
2021-05-05,USR_001,AGE_005,F,18,,
2021-05-05,USR_001,AGE_005,M,44,,
2021-05-05,USR_001,AGE_006,F,7,,
2021-05-05,USR_001,AGE_006,M,12,,
2021-05-05,USR_001,AGE_007,F,2,,
2021-05-05,USR_001,AGE_008,F,3161,,
2021-05-05,USR_001,AGE_008,M,2913,,
2021-05-06,USR_001,AGE_001,F,29,,
2021-05-06,USR_001,AGE_001,M,11,,
2021-05-06,USR_001,AGE_002,F,70,,
2021-05-06,USR_001,AGE_002,M,44,,
2021-05-06,USR_001,AGE_003,F,37,,
2021-05-06,USR_001,AGE_003,M,53,,
2021-05-06,USR_001,AGE_004,F,37,,
2021-05-06,USR_001,AGE_004,M,38,,
2021-05-06,USR_001,AGE_005,F,14,,
2021-05-06,USR_001,AGE_005,M,19,,
2021-05-06,USR_001,AGE_006,M,5,,
2021-05-06,USR_001,AGE_007,M,2,,
2021-05-06,USR_001,AGE_008,F,1296,,
2021-05-06,USR_001,AGE_008,M,1120,,
2021-05-07,USR_001,AGE_001,F,15,,
2021-05-07,USR_001,AGE_001,M,16,,
2021-05-07,USR_001,AGE_002,F,37,,
2021-05-07,USR_001,AGE_002,M,20,,
2021-05-07,USR_001,AGE_003,F,31,,
2021-05-07,USR_001,AGE_003,M,25,,
2021-05-07,USR_001,AGE_004,F,23,,
2021-05-07,USR_001,AGE_004,M,21,,
2021-05-07,USR_001,AGE_005,F,8,,
2021-05-07,USR_001,AGE_005,M,14,,
2021-05-07,USR_001,AGE_006,F,2,,
2021-05-07,USR_001,AGE_006,M,2,,
2021-05-07,USR_001,AGE_008,F,749,,
2021-05-07,USR_001,AGE_008,M,846,,
2021-05-08,USR_001,AGE_001,F,20,,
2021-05-08,USR_001,AGE_001,M,10,,
2021-05-08,USR_001,AGE_002,F,37,,
2021-05-08,USR_001,AGE_002,M,38,,
2021-05-08,USR_001,AGE_003,F,15,,
2021-05-08,USR_001,AGE_003,M,27,,
2021-05-08,USR_001,AGE_004,F,35,,
2021-05-08,USR_001,AGE_004,M,25,,
2021-05-08,USR_001,AGE_005,F,8,,
2021-05-08,USR_001,AGE_005,M,16,,
2021-05-08,USR_001,AGE_006,F,3,,
2021-05-08,USR_001,AGE_006,M,4,,
2021-05-08,USR_001,AGE_007,F,1,,
2021-05-08,USR_001,AGE_007,M,2,,
2021-05-08,USR_001,AGE_008,F,1070,,
2021-05-08,USR_001,AGE_008,M,1109,,
2021-05-09,USR_001,AGE_001,F,28,,
2021-05-09,USR_001,AGE_001,M,23,,
2021-05-09,USR_001,AGE_002,F,95,,
2021-05-09,USR_001,AGE_002,M,91,,
2021-05-09,USR_001,AGE_003,F,90,,
2021-05-09,USR_001,AGE_003,M,91,,
2021-05-09,USR_001,AGE_004,F,91,,
2021-05-09,USR_001,AGE_004,M,77,,
2021-05-09,USR_001,AGE_005,F,18,,
2021-05-09,USR_001,AGE_005,M,30,,
2021-05-09,USR_001,AGE_006,F,3,,
2021-05-09,USR_001,AGE_006,M,14,,
2021-05-09,USR_001,AGE_007,F,1,,
2021-05-09,USR_001,AGE_007,M,2,,
2021-05-09,USR_001,AGE_008,F,2293,,
2021-05-09,USR_001,AGE_008,M,2278,,
2021-05-10,USR_001,AGE_001,F,14,,
2021-05-10,USR_001,AGE_001,M,11,,
2021-05-10,USR_001,AGE_002,F,31,,
2021-05-10,USR_001,AGE_002,M,41,,
2021-05-10,USR_001,AGE_003,F,25,,
2021-05-10,USR_001,AGE_003,M,34,,
2021-05-10,USR_001,AGE_004,F,16,,
2021-05-10,USR_001,AGE_004,M,31,,
2021-05-10,USR_001,AGE_005,F,8,,
2021-05-10,USR_001,AGE_005,M,14,,
2021-05-10,USR_001,AGE_006,F,2,,
2021-05-10,USR_001,AGE_006,M,6,,
2021-05-10,USR_001,AGE_008,F,574,,
2021-05-10,USR_001,AGE_008,M,705,,
2021-05-11,USR_001,AGE_001,F,15,,
2021-05-11,USR_001,AGE_001,M,6,,
2021-05-11,USR_001,AGE_002,F,61,,
2021-05-11,USR_001,AGE_002,M,50,,
2021-05-11,USR_001,AGE_003,F,49,,
2021-05-11,USR_001,AGE_003,M,36,,
2021-05-11,USR_001,AGE_004,F,31,,
2021-05-11,USR_001,AGE_004,M,29,,
2021-05-11,USR_001,AGE_005,F,9,,
2021-05-11,USR_001,AGE_005,M,16,,
2021-05-11,USR_001,AGE_006,F,5,,
2021-05-11,USR_001,AGE_006,M,6,,
2021-05-11,USR_001,AGE_007,M,2,,
2021-05-11,USR_001,AGE_008,F,1226,,
2021-05-11,USR_001,AGE_008,M,1154,,
2021-05-12,USR_001,AGE_001,F,18,,
2021-05-12,USR_001,AGE_001,M,9,,
2021-05-12,USR_001,AGE_002,F,81,,
2021-05-12,USR_001,AGE_002,M,67,,
2021-05-12,USR_001,AGE_003,F,44,,
2021-05-12,USR_001,AGE_003,M,50,,
2021-05-12,USR_001,AGE_004,F,28,,
2021-05-12,USR_001,AGE_004,M,33,,
2021-05-12,USR_001,AGE_005,F,16,,
2021-05-12,USR_001,AGE_005,M,15,,
2021-05-12,USR_001,AGE_006,F,4,,
2021-05-12,USR_001,AGE_006,M,4,,
2021-05-12,USR_001,AGE_007,F,1,,
2021-05-12,USR_001,AGE_008,F,1145,,
2021-05-12,USR_001,AGE_008,M,1170,,
2021-05-13,USR_001,AGE_001,F,9,,
2021-05-13,USR_001,AGE_001,M,17,,
2021-05-13,USR_001,AGE_002,F,53,,
2021-05-13,USR_001,AGE_002,M,51,,
2021-05-13,USR_001,AGE_003,F,47,,
2021-05-13,USR_001,AGE_003,M,49,,
2021-05-13,USR_001,AGE_004,F,33,,
2021-05-13,USR_001,AGE_004,M,50,,
2021-05-13,USR_001,AGE_005,F,14,,
2021-05-13,USR_001,AGE_005,M,23,,
2021-05-13,USR_001,AGE_006,M,8,,
2021-05-13,USR_001,AGE_007,M,1,,
2021-05-13,USR_001,AGE_008,F,1196,,
2021-05-13,USR_001,AGE_008,M,1249,,
2021-05-14,USR_001,AGE_001,F,25,,
2021-05-14,USR_001,AGE_001,M,11,,
2021-05-14,USR_001,AGE_002,F,66,,
2021-05-14,USR_001,AGE_002,M,49,,
2021-05-14,USR_001,AGE_003,F,42,,
2021-05-14,USR_001,AGE_003,M,47,,
2021-05-14,USR_001,AGE_004,F,29,,
2021-05-14,USR_001,AGE_004,M,32,,
2021-05-14,USR_001,AGE_005,F,11,,
2021-05-14,USR_001,AGE_005,M,10,,
2021-05-14,USR_001,AGE_006,M,9,,
2021-05-14,USR_001,AGE_007,M,1,,
2021-05-14,USR_001,AGE_008,F,1197,,
2021-05-14,USR_001,AGE_008,M,1204,,
2021-05-15,USR_001,AGE_001,F,3,,
2021-05-15,USR_001,AGE_001,M,8,,
2021-05-15,USR_001,AGE_002,F,11,,
2021-05-15,USR_001,AGE_002,M,20,,
2021-05-15,USR_001,AGE_003,F,7,,
2021-05-15,USR_001,AGE_003,M,26,,
2021-05-15,USR_001,AGE_004,F,11,,
2021-05-15,USR_001,AGE_004,M,14,,
2021-05-15,USR_001,AGE_005,F,7,,
2021-05-15,USR_001,AGE_005,M,10,,
2021-05-15,USR_001,AGE_006,F,3,,
2021-05-15,USR_001,AGE_006,M,1,,
2021-05-15,USR_001,AGE_008,F,411,,
2021-05-15,USR_001,AGE_008,M,504,,
2021-05-16,USR_001,AGE_001,F,2,,
2021-05-16,USR_001,AGE_001,M,1,,
2021-05-16,USR_001,AGE_002,F,4,,
2021-05-16,USR_001,AGE_002,M,4,,
2021-05-16,USR_001,AGE_003,F,6,,
2021-05-16,USR_001,AGE_003,M,7,,
2021-05-16,USR_001,AGE_004,F,10,,
2021-05-16,USR_001,AGE_004,M,4,,
2021-05-16,USR_001,AGE_005,F,1,,
2021-05-16,USR_001,AGE_005,M,1,,
2021-05-16,USR_001,AGE_006,F,5,,
2021-05-16,USR_001,AGE_008,F,157,,
2021-05-16,USR_001,AGE_008,M,149,,
2021-05-17,USR_001,AGE_001,F,7,,
2021-05-17,USR_001,AGE_001,M,4,,
2021-05-17,USR_001,AGE_002,F,19,,
2021-05-17,USR_001,AGE_002,M,17,,
2021-05-17,USR_001,AGE_003,F,16,,
2021-05-17,USR_001,AGE_003,M,15,,
2021-05-17,USR_001,AGE_004,F,13,,
2021-05-17,USR_001,AGE_004,M,14,,
2021-05-17,USR_001,AGE_005,F,6,,
2021-05-17,USR_001,AGE_005,M,7,,
2021-05-17,USR_001,AGE_006,F,3,,
2021-05-17,USR_001,AGE_006,M,2,,
2021-05-17,USR_001,AGE_007,F,1,,
2021-05-17,USR_001,AGE_008,F,365,,
2021-05-17,USR_001,AGE_008,M,393,,
2021-05-18,USR_001,AGE_001,F,12,,
2021-05-18,USR_001,AGE_001,M,13,,
2021-05-18,USR_001,AGE_002,F,44,,
2021-05-18,USR_001,AGE_002,M,49,,
2021-05-18,USR_001,AGE_003,F,36,,
2021-05-18,USR_001,AGE_003,M,35,,
2021-05-18,USR_001,AGE_004,F,18,,
2021-05-18,USR_001,AGE_004,M,25,,
2021-05-18,USR_001,AGE_005,F,13,,
2021-05-18,USR_001,AGE_005,M,14,,
2021-05-18,USR_001,AGE_006,F,2,,
2021-05-18,USR_001,AGE_006,M,2,,
2021-05-18,USR_001,AGE_007,F,1,,
2021-05-18,USR_001,AGE_007,M,1,,
2021-05-18,USR_001,AGE_008,F,1179,,
2021-05-18,USR_001,AGE_008,M,1011,,
2021-05-19,USR_001,AGE_001,F,45,,
2021-05-19,USR_001,AGE_001,M,32,,
2021-05-19,USR_001,AGE_002,F,100,,
2021-05-19,USR_001,AGE_002,M,73,,
2021-05-19,USR_001,AGE_003,F,57,,
2021-05-19,USR_001,AGE_003,M,64,,
2021-05-19,USR_001,AGE_004,F,58,,
2021-05-19,USR_001,AGE_004,M,65,,
2021-05-19,USR_001,AGE_005,F,21,,
2021-05-19,USR_001,AGE_005,M,19,,
2021-05-19,USR_001,AGE_006,F,2,,
2021-05-19,USR_001,AGE_006,M,6,,
2021-05-19,USR_001,AGE_007,F,1,,
2021-05-19,USR_001,AGE_007,M,1,,
2021-05-19,USR_001,AGE_008,F,2628,,
2021-05-19,USR_001,AGE_008,M,2388,,
2021-05-20,USR_001,AGE_001,F,3,,
2021-05-20,USR_001,AGE_001,M,3,,
2021-05-20,USR_001,AGE_002,F,21,,
2021-05-20,USR_001,AGE_002,M,17,,
2021-05-20,USR_001,AGE_003,F,22,,
2021-05-20,USR_001,AGE_003,M,15,,
2021-05-20,USR_001,AGE_004,F,11,,
2021-05-20,USR_001,AGE_004,M,17,,
2021-05-20,USR_001,AGE_005,F,7,,
2021-05-20,USR_001,AGE_005,M,12,,
2021-05-20,USR_001,AGE_006,M,8,,
2021-05-20,USR_001,AGE_007,M,1,,
2021-05-20,USR_001,AGE_008,F,515,,
2021-05-20,USR_001,AGE_008,M,497,,
2021-05-21,USR_001,AGE_001,F,9,,
2021-05-21,USR_001,AGE_001,M,7,,
2021-05-21,USR_001,AGE_002,F,34,,
2021-05-21,USR_001,AGE_002,M,21,,
2021-05-21,USR_001,AGE_003,F,24,,
2021-05-21,USR_001,AGE_003,M,30,,
2021-05-21,USR_001,AGE_004,F,12,,
2021-05-21,USR_001,AGE_004,M,23,,
2021-05-21,USR_001,AGE_005,F,8,,
2021-05-21,USR_001,AGE_005,M,14,,
2021-05-21,USR_001,AGE_006,F,2,,
2021-05-21,USR_001,AGE_006,M,8,,
2021-05-21,USR_001,AGE_008,F,633,,
2021-05-21,USR_001,AGE_008,M,672,,
2021-05-22,USR_001,AGE_001,F,19,,
2021-05-22,USR_001,AGE_001,M,25,,
2021-05-22,USR_001,AGE_002,F,84,,
2021-05-22,USR_001,AGE_002,M,66,,
2021-05-22,USR_001,AGE_003,F,61,,
2021-05-22,USR_001,AGE_003,M,59,,
2021-05-22,USR_001,AGE_004,F,67,,
2021-05-22,USR_001,AGE_004,M,62,,
2021-05-22,USR_001,AGE_005,F,10,,
2021-05-22,USR_001,AGE_005,M,14,,
2021-05-22,USR_001,AGE_006,F,7,,
2021-05-22,USR_001,AGE_006,M,13,,
2021-05-22,USR_001,AGE_008,F,2321,,
2021-05-22,USR_001,AGE_008,M,2134,,
2021-05-23,USR_001,AGE_001,F,33,,
2021-05-23,USR_001,AGE_001,M,31,,
2021-05-23,USR_001,AGE_002,F,83,,
2021-05-23,USR_001,AGE_002,M,49,,
2021-05-23,USR_001,AGE_003,F,58,,
2021-05-23,USR_001,AGE_003,M,67,,
2021-05-23,USR_001,AGE_004,F,76,,
2021-05-23,USR_001,AGE_004,M,75,,
2021-05-23,USR_001,AGE_005,F,10,,
2021-05-23,USR_001,AGE_005,M,33,,
2021-05-23,USR_001,AGE_006,F,6,,
2021-05-23,USR_001,AGE_006,M,8,,
2021-05-23,USR_001,AGE_007,M,1,,
2021-05-23,USR_001,AGE_008,F,1961,,
2021-05-23,USR_001,AGE_008,M,1881,,
2021-05-24,USR_001,AGE_001,F,11,,
2021-05-24,USR_001,AGE_001,M,2,,
2021-05-24,USR_001,AGE_002,F,42,,
2021-05-24,USR_001,AGE_002,M,30,,
2021-05-24,USR_001,AGE_003,F,40,,
2021-05-24,USR_001,AGE_003,M,42,,
2021-05-24,USR_001,AGE_004,F,29,,
2021-05-24,USR_001,AGE_004,M,25,,
2021-05-24,USR_001,AGE_005,F,21,,
2021-05-24,USR_001,AGE_005,M,23,,
2021-05-24,USR_001,AGE_006,F,2,,
2021-05-24,USR_001,AGE_006,M,11,,
2021-05-24,USR_001,AGE_007,F,1,,
2021-05-24,USR_001,AGE_008,F,977,,
2021-05-24,USR_001,AGE_008,M,1017,,
2021-05-25,USR_001,AGE_001,F,8,,
2021-05-25,USR_001,AGE_001,M,7,,
2021-05-25,USR_001,AGE_002,F,30,,
2021-05-25,USR_001,AGE_002,M,27,,
2021-05-25,USR_001,AGE_003,F,24,,
2021-05-25,USR_001,AGE_003,M,27,,
2021-05-25,USR_001,AGE_004,F,15,,
2021-05-25,USR_001,AGE_004,M,21,,
2021-05-25,USR_001,AGE_005,F,13,,
2021-05-25,USR_001,AGE_005,M,15,,
2021-05-25,USR_001,AGE_006,M,8,,
2021-05-25,USR_001,AGE_007,M,1,,
2021-05-25,USR_001,AGE_008,F,814,,
2021-05-25,USR_001,AGE_008,M,749,,
2021-05-26,USR_001,AGE_001,F,12,,
2021-05-26,USR_001,AGE_001,M,8,,
2021-05-26,USR_001,AGE_002,F,34,,
2021-05-26,USR_001,AGE_002,M,31,,
2021-05-26,USR_001,AGE_003,F,26,,
2021-05-26,USR_001,AGE_003,M,48,,
2021-05-26,USR_001,AGE_004,F,17,,
2021-05-26,USR_001,AGE_004,M,43,,
2021-05-26,USR_001,AGE_005,F,12,,
2021-05-26,USR_001,AGE_005,M,15,,
2021-05-26,USR_001,AGE_006,F,7,,
2021-05-26,USR_001,AGE_006,M,10,,
2021-05-26,USR_001,AGE_007,M,1,,
2021-05-26,USR_001,AGE_008,F,818,,
2021-05-26,USR_001,AGE_008,M,858,,
2021-05-27,USR_001,AGE_001,F,7,,
2021-05-27,USR_001,AGE_001,M,7,,
2021-05-27,USR_001,AGE_002,F,21,,
2021-05-27,USR_001,AGE_002,M,19,,
2021-05-27,USR_001,AGE_003,F,15,,
2021-05-27,USR_001,AGE_003,M,21,,
2021-05-27,USR_001,AGE_004,F,22,,
2021-05-27,USR_001,AGE_004,M,28,,
2021-05-27,USR_001,AGE_005,F,10,,
2021-05-27,USR_001,AGE_005,M,12,,
