가입일자,사용자코드,연령대코드,성별,가입 수,,
2021-03-10,USR_001,AGE_006,F,13,,
2021-03-10,USR_001,AGE_006,M,28,,
2021-03-10,USR_001,AGE_007,F,1,,
2021-03-10,USR_001,AGE_007,M,1,,
2021-03-10,USR_001,AGE_008,F,19,,
2021-03-10,USR_001,AGE_008,M,32,,
2021-03-11,USR_001,AGE_001,F,121,,
2021-03-11,USR_001,AGE_001,M,116,,
2021-03-11,USR_001,AGE_002,F,468,,
2021-03-11,USR_001,AGE_002,M,366,,
2021-03-11,USR_001,AGE_003,F,155,,
2021-03-11,USR_001,AGE_003,M,148,,
2021-03-11,USR_001,AGE_004,F,100,,
2021-03-11,USR_001,AGE_004,M,112,,
2021-03-11,USR_001,AGE_005,F,61,,
2021-03-11,USR_001,AGE_005,M,71,,
2021-03-11,USR_001,AGE_006,F,20,,
2021-03-11,USR_001,AGE_006,M,42,,
2021-03-11,USR_001,AGE_007,F,3,,
2021-03-11,USR_001,AGE_007,M,2,,
2021-03-11,USR_001,AGE_008,F,23,,
2021-03-11,USR_001,AGE_008,M,21,,
2021-03-12,USR_001,AGE_001,F,90,,
2021-03-12,USR_001,AGE_001,M,115,,
2021-03-12,USR_001,AGE_002,F,348,,
2021-03-12,USR_001,AGE_002,M,321,,
2021-03-12,USR_001,AGE_003,F,123,,
2021-03-12,USR_001,AGE_003,M,131,,
2021-03-12,USR_001,AGE_004,F,88,,
2021-03-12,USR_001,AGE_004,M,106,,
2021-03-12,USR_001,AGE_005,F,61,,
2021-03-12,USR_001,AGE_005,M,60,,
2021-03-12,USR_001,AGE_006,F,10,,
2021-03-12,USR_001,AGE_006,M,36,,
2021-03-12,USR_001,AGE_008,F,83,,
2021-03-12,USR_001,AGE_008,M,72,,
2021-03-13,USR_001,AGE_001,F,303,,
2021-03-13,USR_001,AGE_001,M,271,,
2021-03-13,USR_001,AGE_002,F,966,,
2021-03-13,USR_001,AGE_002,M,933,,
2021-03-13,USR_001,AGE_003,F,393,,
2021-03-13,USR_001,AGE_003,M,426,,
2021-03-13,USR_001,AGE_004,F,302,,
2021-03-13,USR_001,AGE_004,M,281,,
2021-03-13,USR_001,AGE_005,F,148,,
2021-03-13,USR_001,AGE_005,M,137,,
2021-03-13,USR_001,AGE_006,F,27,,
2021-03-13,USR_001,AGE_006,M,49,,
2021-03-13,USR_001,AGE_007,F,5,,
2021-03-13,USR_001,AGE_007,M,8,,
2021-03-13,USR_001,AGE_008,F,75,,
2021-03-13,USR_001,AGE_008,M,72,,
2021-03-14,USR_001,AGE_001,F,357,,
2021-03-14,USR_001,AGE_001,M,287,,
2021-03-14,USR_001,AGE_002,F,997,,
2021-03-14,USR_001,AGE_002,M,834,,
2021-03-14,USR_001,AGE_003,F,422,,
2021-03-14,USR_001,AGE_003,M,444,,
2021-03-14,USR_001,AGE_004,F,391,,
2021-03-14,USR_001,AGE_004,M,382,,
2021-03-14,USR_001,AGE_005,F,188,,
2021-03-14,USR_001,AGE_005,M,156,,
2021-03-14,USR_001,AGE_006,F,48,,
2021-03-14,USR_001,AGE_006,M,55,,
2021-03-14,USR_001,AGE_007,F,3,,
2021-03-14,USR_001,AGE_007,M,3,,
2021-03-14,USR_001,AGE_008,F,63,,
2021-03-14,USR_001,AGE_008,M,67,,
2021-03-15,USR_001,AGE_001,F,94,,
2021-03-15,USR_001,AGE_001,M,86,,
2021-03-15,USR_001,AGE_002,F,446,,
2021-03-15,USR_001,AGE_002,M,337,,
2021-03-15,USR_001,AGE_003,F,183,,
2021-03-15,USR_001,AGE_003,M,201,,
2021-03-15,USR_001,AGE_004,F,143,,
2021-03-15,USR_001,AGE_004,M,129,,
2021-03-15,USR_001,AGE_005,F,76,,
2021-03-15,USR_001,AGE_005,M,67,,
2021-03-15,USR_001,AGE_006,F,12,,
2021-03-15,USR_001,AGE_006,M,32,,
2021-03-15,USR_001,AGE_007,F,2,,
2021-03-15,USR_001,AGE_007,M,2,,
2021-03-15,USR_001,AGE_008,F,39,,
2021-03-15,USR_001,AGE_008,M,74,,
2021-03-16,USR_001,AGE_001,F,89,,
2021-03-16,USR_001,AGE_001,M,97,,
2021-03-16,USR_001,AGE_002,F,315,,
2021-03-16,USR_001,AGE_002,M,264,,
2021-03-16,USR_001,AGE_003,F,164,,
2021-03-16,USR_001,AGE_003,M,147,,
2021-03-16,USR_001,AGE_004,F,101,,
2021-03-16,USR_001,AGE_004,M,103,,
2021-03-16,USR_001,AGE_005,F,58,,
2021-03-16,USR_001,AGE_005,M,63,,
2021-03-16,USR_001,AGE_006,F,14,,
2021-03-16,USR_001,AGE_006,M,19,,
2021-03-16,USR_001,AGE_007,M,7,,
2021-03-16,USR_001,AGE_008,F,87,,
2021-03-16,USR_001,AGE_008,M,92,,
2021-03-17,USR_001,AGE_001,F,113,,
2021-03-17,USR_001,AGE_001,M,93,,
2021-03-17,USR_001,AGE_002,F,535,,
2021-03-17,USR_001,AGE_002,M,425,,
2021-03-17,USR_001,AGE_003,F,175,,
2021-03-17,USR_001,AGE_003,M,150,,
2021-03-17,USR_001,AGE_004,F,111,,
2021-03-17,USR_001,AGE_004,M,133,,
2021-03-17,USR_001,AGE_005,F,71,,
2021-03-17,USR_001,AGE_005,M,59,,
2021-03-17,USR_001,AGE_006,F,10,,
2021-03-17,USR_001,AGE_006,M,18,,
2021-03-17,USR_001,AGE_007,F,1,,
2021-03-17,USR_001,AGE_007,M,3,,
2021-03-17,USR_001,AGE_008,F,99,,
2021-03-17,USR_001,AGE_008,M,124,,
2021-03-18,USR_001,AGE_001,F,162,,
2021-03-18,USR_001,AGE_001,M,110,,
2021-03-18,USR_001,AGE_002,F,563,,
2021-03-18,USR_001,AGE_002,M,423,,
2021-03-18,USR_001,AGE_003,F,207,,
2021-03-18,USR_001,AGE_003,M,182,,
2021-03-18,USR_001,AGE_004,F,123,,
2021-03-18,USR_001,AGE_004,M,123,,
2021-03-18,USR_001,AGE_005,F,70,,
2021-03-18,USR_001,AGE_005,M,78,,
2021-03-18,USR_001,AGE_006,F,18,,
2021-03-18,USR_001,AGE_006,M,21,,
2021-03-18,USR_001,AGE_007,M,2,,
2021-03-18,USR_001,AGE_008,F,153,,
2021-03-18,USR_001,AGE_008,M,152,,
2021-03-19,USR_001,AGE_001,F,242,,
2021-03-19,USR_001,AGE_001,M,197,,
2021-03-19,USR_001,AGE_002,F,891,,
2021-03-19,USR_001,AGE_002,M,685,,
2021-03-19,USR_001,AGE_003,F,265,,
2021-03-19,USR_001,AGE_003,M,245,,
2021-03-19,USR_001,AGE_004,F,145,,
2021-03-19,USR_001,AGE_004,M,143,,
2021-03-19,USR_001,AGE_005,F,91,,
2021-03-19,USR_001,AGE_005,M,68,,
2021-03-19,USR_001,AGE_006,F,15,,
2021-03-19,USR_001,AGE_006,M,28,,
2021-03-19,USR_001,AGE_007,F,2,,
2021-03-19,USR_001,AGE_007,M,2,,
2021-03-19,USR_001,AGE_008,F,216,,
2021-03-19,USR_001,AGE_008,M,239,,
2021-03-20,USR_001,AGE_001,F,85,,
2021-03-20,USR_001,AGE_001,M,78,,
2021-03-20,USR_001,AGE_002,F,222,,
2021-03-20,USR_001,AGE_002,M,181,,
2021-03-20,USR_001,AGE_003,F,89,,
2021-03-20,USR_001,AGE_003,M,93,,
2021-03-20,USR_001,AGE_004,F,62,,
2021-03-20,USR_001,AGE_004,M,55,,
2021-03-20,USR_001,AGE_005,F,24,,
2021-03-20,USR_001,AGE_005,M,32,,
2021-03-20,USR_001,AGE_006,F,10,,
2021-03-20,USR_001,AGE_006,M,12,,
2021-03-20,USR_001,AGE_007,F,1,,
2021-03-20,USR_001,AGE_007,M,2,,
2021-03-20,USR_001,AGE_008,F,115,,
2021-03-20,USR_001,AGE_008,M,174,,
2021-03-21,USR_001,AGE_001,F,185,,
2021-03-21,USR_001,AGE_001,M,168,,
2021-03-21,USR_001,AGE_002,F,442,,
2021-03-21,USR_001,AGE_002,M,367,,
2021-03-21,USR_001,AGE_003,F,223,,
2021-03-21,USR_001,AGE_003,M,199,,
2021-03-21,USR_001,AGE_004,F,170,,
2021-03-21,USR_001,AGE_004,M,184,,
2021-03-21,USR_001,AGE_005,F,62,,
2021-03-21,USR_001,AGE_005,M,48,,
2021-03-21,USR_001,AGE_006,F,13,,
2021-03-21,USR_001,AGE_006,M,25,,
2021-03-21,USR_001,AGE_007,F,1,,
2021-03-21,USR_001,AGE_007,M,5,,
2021-03-21,USR_001,AGE_008,F,358,,
2021-03-21,USR_001,AGE_008,M,405,,
2021-03-22,USR_001,AGE_001,F,84,,
2021-03-22,USR_001,AGE_001,M,57,,
2021-03-22,USR_001,AGE_002,F,287,,
2021-03-22,USR_001,AGE_002,M,195,,
2021-03-22,USR_001,AGE_003,F,138,,
2021-03-22,USR_001,AGE_003,M,103,,
2021-03-22,USR_001,AGE_004,F,56,,
2021-03-22,USR_001,AGE_004,M,46,,
2021-03-22,USR_001,AGE_005,F,16,,
2021-03-22,USR_001,AGE_005,M,20,,
2021-03-22,USR_001,AGE_006,F,3,,
2021-03-22,USR_001,AGE_006,M,8,,
2021-03-22,USR_001,AGE_007,M,1,,
2021-03-22,USR_001,AGE_008,F,338,,
2021-03-22,USR_001,AGE_008,M,405,,
2021-03-23,USR_001,AGE_001,F,79,,
2021-03-23,USR_001,AGE_001,M,60,,
2021-03-23,USR_001,AGE_002,F,372,,
2021-03-23,USR_001,AGE_002,M,235,,
2021-03-23,USR_001,AGE_003,F,135,,
2021-03-23,USR_001,AGE_003,M,103,,
2021-03-23,USR_001,AGE_004,F,62,,
2021-03-23,USR_001,AGE_004,M,50,,
2021-03-23,USR_001,AGE_005,F,21,,
2021-03-23,USR_001,AGE_005,M,20,,
2021-03-23,USR_001,AGE_006,F,5,,
2021-03-23,USR_001,AGE_006,M,4,,
2021-03-23,USR_001,AGE_008,F,427,,
2021-03-23,USR_001,AGE_008,M,541,,
2021-03-24,USR_001,AGE_001,F,113,,
2021-03-24,USR_001,AGE_001,M,67,,
2021-03-24,USR_001,AGE_002,F,499,,
2021-03-24,USR_001,AGE_002,M,263,,
2021-03-24,USR_001,AGE_003,F,140,,
2021-03-24,USR_001,AGE_003,M,118,,
2021-03-24,USR_001,AGE_004,F,50,,
2021-03-24,USR_001,AGE_004,M,45,,
2021-03-24,USR_001,AGE_005,F,17,,
2021-03-24,USR_001,AGE_005,M,22,,
2021-03-24,USR_001,AGE_006,F,4,,
2021-03-24,USR_001,AGE_006,M,10,,
2021-03-24,USR_001,AGE_007,F,1,,
2021-03-24,USR_001,AGE_008,F,466,,
2021-03-24,USR_001,AGE_008,M,486,,
2021-03-25,USR_001,AGE_001,F,122,,
2021-03-25,USR_001,AGE_001,M,82,,
2021-03-25,USR_001,AGE_002,F,526,,
2021-03-25,USR_001,AGE_002,M,290,,
2021-03-25,USR_001,AGE_003,F,172,,
2021-03-25,USR_001,AGE_003,M,109,,
2021-03-25,USR_001,AGE_004,F,63,,
2021-03-25,USR_001,AGE_004,M,58,,
2021-03-25,USR_001,AGE_005,F,27,,
2021-03-25,USR_001,AGE_005,M,18,,
2021-03-25,USR_001,AGE_006,F,3,,
2021-03-25,USR_001,AGE_006,M,5,,
2021-03-25,USR_001,AGE_008,F,499,,
2021-03-25,USR_001,AGE_008,M,525,,
2021-03-26,USR_001,AGE_001,F,164,,
2021-03-26,USR_001,AGE_001,M,137,,
2021-03-26,USR_001,AGE_002,F,637,,
2021-03-26,USR_001,AGE_002,M,378,,
2021-03-26,USR_001,AGE_003,F,148,,
2021-03-26,USR_001,AGE_003,M,145,,
2021-03-26,USR_001,AGE_004,F,68,,
2021-03-26,USR_001,AGE_004,M,66,,
2021-03-26,USR_001,AGE_005,F,23,,
2021-03-26,USR_001,AGE_005,M,27,,
2021-03-26,USR_001,AGE_006,F,4,,
2021-03-26,USR_001,AGE_006,M,12,,
2021-03-26,USR_001,AGE_007,F,1,,
2021-03-26,USR_001,AGE_007,M,2,,
2021-03-26,USR_001,AGE_008,F,536,,
2021-03-26,USR_001,AGE_008,M,628,,
2021-03-27,USR_001,AGE_001,F,31,,
2021-03-27,USR_001,AGE_001,M,35,,
2021-03-27,USR_001,AGE_002,F,77,,
2021-03-27,USR_001,AGE_002,M,64,,
2021-03-27,USR_001,AGE_003,F,51,,
2021-03-27,USR_001,AGE_003,M,40,,
2021-03-27,USR_001,AGE_004,F,31,,
2021-03-27,USR_001,AGE_004,M,30,,
2021-03-27,USR_001,AGE_005,F,11,,
2021-03-27,USR_001,AGE_005,M,13,,
2021-03-27,USR_001,AGE_006,F,2,,
2021-03-27,USR_001,AGE_006,M,3,,
2021-03-27,USR_001,AGE_007,F,2,,
2021-03-27,USR_001,AGE_007,M,2,,
2021-03-27,USR_001,AGE_008,F,206,,
2021-03-27,USR_001,AGE_008,M,251,,
2021-03-28,USR_001,AGE_001,F,56,,
2021-03-28,USR_001,AGE_001,M,53,,
2021-03-28,USR_001,AGE_002,F,207,,
2021-03-28,USR_001,AGE_002,M,132,,
2021-03-28,USR_001,AGE_003,F,85,,
2021-03-28,USR_001,AGE_003,M,56,,
2021-03-28,USR_001,AGE_004,F,43,,
2021-03-28,USR_001,AGE_004,M,47,,
2021-03-28,USR_001,AGE_005,F,8,,
2021-03-28,USR_001,AGE_005,M,20,,
2021-03-28,USR_001,AGE_006,F,4,,
2021-03-28,USR_001,AGE_006,M,6,,
2021-03-28,USR_001,AGE_007,M,2,,
2021-03-28,USR_001,AGE_008,F,293,,
2021-03-28,USR_001,AGE_008,M,393,,
2021-03-29,USR_001,AGE_001,F,74,,
2021-03-29,USR_001,AGE_001,M,45,,
2021-03-29,USR_001,AGE_002,F,263,,
2021-03-29,USR_001,AGE_002,M,168,,
2021-03-29,USR_001,AGE_003,F,95,,
2021-03-29,USR_001,AGE_003,M,76,,
2021-03-29,USR_001,AGE_004,F,40,,
2021-03-29,USR_001,AGE_004,M,43,,
2021-03-29,USR_001,AGE_005,F,14,,
2021-03-29,USR_001,AGE_005,M,13,,
2021-03-29,USR_001,AGE_006,F,2,,
2021-03-29,USR_001,AGE_006,M,6,,
2021-03-29,USR_001,AGE_007,F,1,,
2021-03-29,USR_001,AGE_007,M,3,,
2021-03-29,USR_001,AGE_008,F,308,,
2021-03-29,USR_001,AGE_008,M,386,,
2021-03-30,USR_001,AGE_001,F,89,,
2021-03-30,USR_001,AGE_001,M,75,,
2021-03-30,USR_001,AGE_002,F,499,,
2021-03-30,USR_001,AGE_002,M,288,,
2021-03-30,USR_001,AGE_003,F,151,,
2021-03-30,USR_001,AGE_003,M,114,,
2021-03-30,USR_001,AGE_004,F,51,,
2021-03-30,USR_001,AGE_004,M,42,,
2021-03-30,USR_001,AGE_005,F,15,,
2021-03-30,USR_001,AGE_005,M,32,,
2021-03-30,USR_001,AGE_006,F,4,,
2021-03-30,USR_001,AGE_006,M,10,,
2021-03-30,USR_001,AGE_007,F,1,,
2021-03-30,USR_001,AGE_008,F,471,,
2021-03-30,USR_001,AGE_008,M,527,,
2021-03-31,USR_001,AGE_001,F,173,,
2021-03-31,USR_001,AGE_001,M,86,,
2021-03-31,USR_001,AGE_002,F,810,,
2021-03-31,USR_001,AGE_002,M,381,,
2021-03-31,USR_001,AGE_003,F,237,,
2021-03-31,USR_001,AGE_003,M,184,,
2021-03-31,USR_001,AGE_004,F,89,,
2021-03-31,USR_001,AGE_004,M,74,,
2021-03-31,USR_001,AGE_005,F,43,,
2021-03-31,USR_001,AGE_005,M,25,,
2021-03-31,USR_001,AGE_006,F,6,,
2021-03-31,USR_001,AGE_006,M,6,,
2021-03-31,USR_001,AGE_007,F,2,,
2021-03-31,USR_001,AGE_007,M,3,,
2021-03-31,USR_001,AGE_008,F,634,,
2021-03-31,USR_001,AGE_008,M,769,,
2021-04-01,USR_001,AGE_001,F,174,,93907
2021-04-01,USR_001,AGE_001,M,111,,
2021-04-01,USR_001,AGE_002,F,844,,
2021-04-01,USR_001,AGE_002,M,454,,
2021-04-01,USR_001,AGE_003,F,255,,
2021-04-01,USR_001,AGE_003,M,168,,
2021-04-01,USR_001,AGE_004,F,94,,
2021-04-01,USR_001,AGE_004,M,80,,
2021-04-01,USR_001,AGE_005,F,19,,
2021-04-01,USR_001,AGE_005,M,32,,
2021-04-01,USR_001,AGE_006,F,5,,
2021-04-01,USR_001,AGE_006,M,15,,
2021-04-01,USR_001,AGE_007,F,1,,
2021-04-01,USR_001,AGE_007,M,2,,
2021-04-01,USR_001,AGE_008,F,731,,
2021-04-01,USR_001,AGE_008,M,813,,
2021-04-02,USR_001,AGE_001,F,196,,
2021-04-02,USR_001,AGE_001,M,142,,
2021-04-02,USR_001,AGE_002,F,764,,
2021-04-02,USR_001,AGE_002,M,478,,
2021-04-02,USR_001,AGE_003,F,232,,
2021-04-02,USR_001,AGE_003,M,163,,
2021-04-02,USR_001,AGE_004,F,73,,
2021-04-02,USR_001,AGE_004,M,66,,
2021-04-02,USR_001,AGE_005,F,28,,
2021-04-02,USR_001,AGE_005,M,31,,
2021-04-02,USR_001,AGE_006,F,3,,
2021-04-02,USR_001,AGE_006,M,8,,
2021-04-02,USR_001,AGE_007,M,1,,
2021-04-02,USR_001,AGE_008,F,691,,
2021-04-02,USR_001,AGE_008,M,873,,
2021-04-03,USR_001,AGE_001,F,29,,
2021-04-03,USR_001,AGE_001,M,22,,
2021-04-03,USR_001,AGE_002,F,80,,
2021-04-03,USR_001,AGE_002,M,90,,
2021-04-03,USR_001,AGE_003,F,35,,
2021-04-03,USR_001,AGE_003,M,27,,
2021-04-03,USR_001,AGE_004,F,17,,
2021-04-03,USR_001,AGE_004,M,14,,
2021-04-03,USR_001,AGE_005,F,7,,
2021-04-03,USR_001,AGE_005,M,10,,
2021-04-03,USR_001,AGE_006,M,4,,
2021-04-03,USR_001,AGE_007,M,1,,
2021-04-03,USR_001,AGE_008,F,171,,
2021-04-03,USR_001,AGE_008,M,233,,
2021-04-04,USR_001,AGE_001,F,221,,
2021-04-04,USR_001,AGE_001,M,164,,
2021-04-04,USR_001,AGE_002,F,843,,
2021-04-04,USR_001,AGE_002,M,526,,
2021-04-04,USR_001,AGE_003,F,385,,
2021-04-04,USR_001,AGE_003,M,292,,
2021-04-04,USR_001,AGE_004,F,166,,
2021-04-04,USR_001,AGE_004,M,162,,
2021-04-04,USR_001,AGE_005,F,37,,
2021-04-04,USR_001,AGE_005,M,47,,
2021-04-04,USR_001,AGE_006,F,8,,
2021-04-04,USR_001,AGE_006,M,10,,
2021-04-04,USR_001,AGE_007,M,4,,
2021-04-04,USR_001,AGE_008,F,1090,,
2021-04-04,USR_001,AGE_008,M,1375,,
2021-04-05,USR_001,AGE_001,F,132,,
2021-04-05,USR_001,AGE_001,M,88,,
2021-04-05,USR_001,AGE_002,F,676,,
2021-04-05,USR_001,AGE_002,M,330,,
2021-04-05,USR_001,AGE_003,F,217,,
2021-04-05,USR_001,AGE_003,M,148,,
2021-04-05,USR_001,AGE_004,F,89,,
2021-04-05,USR_001,AGE_004,M,68,,
2021-04-05,USR_001,AGE_005,F,34,,
2021-04-05,USR_001,AGE_005,M,31,,
2021-04-05,USR_001,AGE_006,M,7,,
2021-04-05,USR_001,AGE_007,M,1,,
2021-04-05,USR_001,AGE_008,F,601,,
2021-04-05,USR_001,AGE_008,M,727,,
2021-04-06,USR_001,AGE_001,F,32,,
2021-04-06,USR_001,AGE_001,M,27,,
2021-04-06,USR_001,AGE_002,F,175,,
2021-04-06,USR_001,AGE_002,M,132,,
2021-04-06,USR_001,AGE_003,F,93,,
2021-04-06,USR_001,AGE_003,M,73,,
2021-04-06,USR_001,AGE_004,F,34,,
2021-04-06,USR_001,AGE_004,M,40,,
2021-04-06,USR_001,AGE_005,F,14,,
2021-04-06,USR_001,AGE_005,M,25,,
2021-04-06,USR_001,AGE_006,F,4,,
2021-04-06,USR_001,AGE_006,M,5,,
2021-04-06,USR_001,AGE_007,M,1,,
2021-04-06,USR_001,AGE_008,F,1196,,
2021-04-06,USR_001,AGE_008,M,1015,,
2021-04-07,USR_001,AGE_001,F,35,,
2021-04-07,USR_001,AGE_001,M,16,,
2021-04-07,USR_001,AGE_002,F,86,,
2021-04-07,USR_001,AGE_002,M,69,,
2021-04-07,USR_001,AGE_003,F,66,,
2021-04-07,USR_001,AGE_003,M,49,,
2021-04-07,USR_001,AGE_004,F,53,,
2021-04-07,USR_001,AGE_004,M,47,,
2021-04-07,USR_001,AGE_005,F,22,,
2021-04-07,USR_001,AGE_005,M,24,,
2021-04-07,USR_001,AGE_006,F,2,,
2021-04-07,USR_001,AGE_006,M,8,,
2021-04-07,USR_001,AGE_007,F,1,,
2021-04-07,USR_001,AGE_008,F,1471,,
2021-04-07,USR_001,AGE_008,M,1192,,
2021-04-08,USR_001,AGE_001,F,23,,
2021-04-08,USR_001,AGE_001,M,15,,
2021-04-08,USR_001,AGE_002,F,81,,
2021-04-08,USR_001,AGE_002,M,55,,
2021-04-08,USR_001,AGE_003,F,36,,
2021-04-08,USR_001,AGE_003,M,53,,
2021-04-08,USR_001,AGE_004,F,46,,
2021-04-08,USR_001,AGE_004,M,26,,
2021-04-08,USR_001,AGE_005,F,14,,
2021-04-08,USR_001,AGE_005,M,13,,
2021-04-08,USR_001,AGE_006,M,10,,
2021-04-08,USR_001,AGE_008,F,1241,,
2021-04-08,USR_001,AGE_008,M,1187,,
2021-04-09,USR_001,AGE_001,F,25,,
2021-04-09,USR_001,AGE_001,M,14,,
2021-04-09,USR_001,AGE_002,F,104,,
2021-04-09,USR_001,AGE_002,M,66,,
2021-04-09,USR_001,AGE_003,F,70,,
2021-04-09,USR_001,AGE_003,M,52,,
2021-04-09,USR_001,AGE_004,F,40,,
2021-04-09,USR_001,AGE_004,M,37,,
2021-04-09,USR_001,AGE_005,F,17,,
2021-04-09,USR_001,AGE_005,M,25,,
2021-04-09,USR_001,AGE_006,F,3,,
2021-04-09,USR_001,AGE_006,M,6,,
2021-04-09,USR_001,AGE_008,F,1429,,
2021-04-09,USR_001,AGE_008,M,1737,,
2021-04-10,USR_001,AGE_001,F,48,,
2021-04-10,USR_001,AGE_001,M,33,,
2021-04-10,USR_001,AGE_002,F,118,,
2021-04-10,USR_001,AGE_002,M,96,,
2021-04-10,USR_001,AGE_003,F,88,,
2021-04-10,USR_001,AGE_003,M,69,,
2021-04-10,USR_001,AGE_004,F,91,,
2021-04-10,USR_001,AGE_004,M,83,,
2021-04-10,USR_001,AGE_005,F,33,,
2021-04-10,USR_001,AGE_005,M,32,,
2021-04-10,USR_001,AGE_006,F,2,,
2021-04-10,USR_001,AGE_006,M,11,,
2021-04-10,USR_001,AGE_007,M,1,,
2021-04-10,USR_001,AGE_008,F,3041,,
2021-04-10,USR_001,AGE_008,M,2719,,
2021-04-11,USR_001,AGE_001,F,44,,
2021-04-11,USR_001,AGE_001,M,32,,
2021-04-11,USR_001,AGE_002,F,133,,
2021-04-11,USR_001,AGE_002,M,104,,
2021-04-11,USR_001,AGE_003,F,122,,
2021-04-11,USR_001,AGE_003,M,100,,
2021-04-11,USR_001,AGE_004,F,123,,
2021-04-11,USR_001,AGE_004,M,96,,
2021-04-11,USR_001,AGE_005,F,27,,
2021-04-11,USR_001,AGE_005,M,51,,
2021-04-11,USR_001,AGE_006,F,6,,
2021-04-11,USR_001,AGE_006,M,9,,
2021-04-11,USR_001,AGE_007,F,2,,
2021-04-11,USR_001,AGE_007,M,2,,
2021-04-11,USR_001,AGE_008,F,3061,,
2021-04-11,USR_001,AGE_008,M,2809,,
2021-04-12,USR_001,AGE_001,F,4,,
2021-04-12,USR_001,AGE_001,M,4,,
2021-04-12,USR_001,AGE_002,F,13,,
2021-04-12,USR_001,AGE_002,M,19,,
2021-04-12,USR_001,AGE_003,F,17,,
2021-04-12,USR_001,AGE_003,M,11,,
2021-04-12,USR_001,AGE_004,F,10,,
2021-04-12,USR_001,AGE_004,M,13,,
2021-04-12,USR_001,AGE_005,F,8,,
2021-04-12,USR_001,AGE_005,M,10,,
2021-04-12,USR_001,AGE_006,M,2,,
2021-04-12,USR_001,AGE_007,M,1,,
2021-04-12,USR_001,AGE_008,F,364,,
2021-04-12,USR_001,AGE_008,M,376,,
2021-04-13,USR_001,AGE_001,F,10,,
2021-04-13,USR_001,AGE_001,M,3,,
2021-04-13,USR_001,AGE_002,F,38,,
2021-04-13,USR_001,AGE_002,M,14,,
2021-04-13,USR_001,AGE_003,F,29,,
2021-04-13,USR_001,AGE_003,M,26,,
2021-04-13,USR_001,AGE_004,F,31,,
2021-04-13,USR_001,AGE_004,M,27,,
2021-04-13,USR_001,AGE_005,F,8,,
2021-04-13,USR_001,AGE_005,M,10,,
2021-04-13,USR_001,AGE_006,M,8,,
2021-04-13,USR_001,AGE_008,F,674,,
2021-04-13,USR_001,AGE_008,M,654,,
2021-04-14,USR_001,AGE_001,F,10,,
2021-04-14,USR_001,AGE_001,M,11,,
2021-04-14,USR_001,AGE_002,F,40,,
2021-04-14,USR_001,AGE_002,M,45,,
2021-04-14,USR_001,AGE_003,F,22,,
2021-04-14,USR_001,AGE_003,M,39,,
2021-04-14,USR_001,AGE_004,F,20,,
2021-04-14,USR_001,AGE_004,M,20,,
2021-04-14,USR_001,AGE_005,F,4,,
2021-04-14,USR_001,AGE_005,M,14,,
2021-04-14,USR_001,AGE_006,F,2,,
2021-04-14,USR_001,AGE_006,M,5,,
2021-04-14,USR_001,AGE_008,F,811,,
2021-04-14,USR_001,AGE_008,M,782,,
2021-04-15,USR_001,AGE_001,F,7,,
2021-04-15,USR_001,AGE_001,M,8,,
2021-04-15,USR_001,AGE_002,F,54,,
2021-04-15,USR_001,AGE_002,M,45,,
2021-04-15,USR_001,AGE_003,F,39,,
2021-04-15,USR_001,AGE_003,M,45,,
2021-04-15,USR_001,AGE_004,F,31,,
2021-04-15,USR_001,AGE_004,M,32,,
2021-04-15,USR_001,AGE_005,F,11,,
2021-04-15,USR_001,AGE_005,M,17,,
2021-04-15,USR_001,AGE_006,F,8,,
2021-04-15,USR_001,AGE_006,M,5,,
2021-04-15,USR_001,AGE_007,M,2,,
2021-04-15,USR_001,AGE_008,F,1027,,
2021-04-15,USR_001,AGE_008,M,940,,
2021-04-16,USR_001,AGE_001,F,11,,
2021-04-16,USR_001,AGE_001,M,10,,
2021-04-16,USR_001,AGE_002,F,49,,
2021-04-16,USR_001,AGE_002,M,32,,
2021-04-16,USR_001,AGE_003,F,20,,
2021-04-16,USR_001,AGE_003,M,34,,
2021-04-16,USR_001,AGE_004,F,28,,
2021-04-16,USR_001,AGE_004,M,23,,
2021-04-16,USR_001,AGE_005,F,13,,
2021-04-16,USR_001,AGE_005,M,15,,
2021-04-16,USR_001,AGE_006,F,3,,
2021-04-16,USR_001,AGE_006,M,3,,
2021-04-16,USR_001,AGE_007,F,1,,
2021-04-16,USR_001,AGE_007,M,1,,
2021-04-16,USR_001,AGE_008,F,694,,
2021-04-16,USR_001,AGE_008,M,705,,
2021-04-17,USR_001,AGE_001,F,10,,
2021-04-17,USR_001,AGE_001,M,11,,
2021-04-17,USR_001,AGE_002,F,46,,
2021-04-17,USR_001,AGE_002,M,33,,
2021-04-17,USR_001,AGE_003,F,23,,
2021-04-17,USR_001,AGE_003,M,36,,
2021-04-17,USR_001,AGE_004,F,32,,
2021-04-17,USR_001,AGE_004,M,37,,
2021-04-17,USR_001,AGE_005,F,14,,
2021-04-17,USR_001,AGE_005,M,14,,
2021-04-17,USR_001,AGE_006,F,6,,
2021-04-17,USR_001,AGE_006,M,6,,
2021-04-17,USR_001,AGE_008,F,1097,,
2021-04-17,USR_001,AGE_008,M,1119,,
2021-04-18,USR_001,AGE_001,F,15,,
2021-04-18,USR_001,AGE_001,M,11,,
2021-04-18,USR_001,AGE_002,F,81,,
